부스명,대표자,위치,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,트위터,링크,행사명,개최일
배놀(밴드놀)합시다,평붓,D6,2sp,아르고나비스,블루록,,,키쿄 리오X마토바 와타루,"로맨틱,섹슈얼",,만화,@flat_brusj_argn,https://dongne.co/event/df2401/circles/333304,제24회 디. 페스타,Day1
백호가 귀여우면 호열이가 산다,"꿀냥, 아우, 가나",Q4,2sp,슬램덩크,,백호열 쁘띠존 <순간포착 : 왜 백호랑 호열이가 사랑하는 것 같냐>,"강백호, 양호열",강백호X양호열,,,"일러스트,기타","@hanamitto , @AWoo_sd , @ganadala_12",https://dongne.co/event/df2401/circles/325308,제24회 디. 페스타,Day1
백호열 앰버Sㅓ더,"라라, 칠",Q3,2sp,슬램덩크,,백호열 쁘띠존 <순간포착 : 왜 백호랑 호열이가 사랑하는 것 같냐>,"강백호, 양호열",강백호X양호열,"로맨틱,섹슈얼",,"소설,만화","@714raranchurus, @qkddma",https://dongne.co/event/df2401/circles/328182,제24회 디. 페스타,Day1
백호열은 결혼을 해,"무커바, 이트",Q2,2sp,슬램덩크,,백호열 쁘띠존 <순간포착 : 왜 백호랑 호열이가 사랑하는 것 같냐>,"강백호, 양호열, 백호군단(김대남, 노구식, 이용팔)",강백호X양호열,"로맨틱,섹슈얼",,"소설,만화,공예,기타","@mukheoba, @iiiiiite1 ",https://dongne.co/event/df2401/circles/342736,제24회 디. 페스타,Day1
뱀집,t,C19b,1sp,NU카니발,,,,,로맨틱,,소설,,https://dongne.co/event/df2401/circles/332528,제24회 디. 페스타,Day1
뱅찬의 미숫가루ZrTTㅔ,꼬알,U21a,1sp,가비지 타임,데뷔를 못하면 죽는 병 걸림 ,,박병찬 ,,,,,,https://dongne.co/event/df2401/circles/330822,제24회 디. 페스타,Day1
버섯나라,k1130s,W4,2sp,가비지,"프세카, 데못죽, 전독시",,,,,,,Hwiwol,https://dongne.co/event/df2401/circles/340973,제24회 디. 페스타,Day1
버추얼 농구 한 겜,"서머,2ㅊ",T2,2sp,가비지타임,"니지산지JP,플레이브",,,최종수X기상호,"로맨틱,섹슈얼",병찬상호,,Butterfl2ffect,https://dongne.co/event/df2401/circles/325539,제24회 디. 페스타,Day1
버츄얼 닥터스톤 카센타,물방개,Q22,2sp,슬램덩크,"짱, 스터디그룹, 닥터스톤, 니지산지",,,,,,"일러스트,만화,공예",@beotnamu5,https://dongne.co/event/df2401/circles/332276,제24회 디. 페스타,Day1
복복복,회복제,X5b,1sp,가비지타임,,,이현성,,로맨틱,,,,https://dongne.co/event/df2401/circles/329932,제24회 디. 페스타,Day1
부르르스,김빙봉,I20b,1sp,,,,,,,,,,https://dongne.co/event/df2401/circles/340675,제24회 디. 페스타,Day1
부모님 허락이 필요한 나이,군만두,Q16a,1sp,슬램덩크,,,"채치수, 정대만, 권준호",채치수X정대만,"섹슈얼,로맨틱",,만화,gunmandu_du,https://dongne.co/event/df2401/circles/329103,제24회 디. 페스타,Day1
부스 못 열면 죽는 병 걸림,원,A3b,1sp,데뷔 못하면 죽는 병 걸림,,,테스타,,,,일러스트,@o17e_,https://dongne.co/event/df2401/circles/342395,제24회 디. 페스타,Day1
부스내다낧고지침,엠티,W14,2sp,가비지타임,앙스타,,"박병찬, 기상호, 최종수",전영중X성준수,,타츠히메,일러스트,@MT_empty08,https://dongne.co/event/df2401/circles/322720,제24회 디. 페스타,Day1
부스명 모하지,강생강,I9b,1sp,혈계전선,,혈계전선 쁘띠존 : 라이브라 한국지부 홍보팀,,스티븐X재프,해당없음,,소설,gingerywpd,https://dongne.co/event/df2401/circles/323265,제24회 디. 페스타,Day1
부스이름짓는게가장어렵더라,카로,L1,2sp,"원피스, 화산귀환",프로세카,,,,,,,@karo_pic,https://dongne.co/event/df2401/circles/338773,제24회 디. 페스타,Day1
부스주인고질병:입덕부정,Arian,B13,2sp,데뷔 못하면 죽는 병 걸림,"전지적 독자 시점, 하이큐, 쿠로코의 농구, 가비지타임",,,,,"메타우리, 쿠로켄, 적흑, 종뱅",소설,,https://dongne.co/event/df2401/circles/334478,제24회 디. 페스타,Day1
분명 만날 땐 하나였는데 장르가 너무 많아졌어요,비오,A5,2sp,데뷔 못하면 죽는 병 걸림,"가비지타임, 슬램덩크, 어두운 바다의 등불이 되어, 백작가의 망나니가 되었다, 서브남주가 파업하면 생기는 일",,,X,로맨틱,,일러스트,@bio12031113,https://dongne.co/event/df2401/circles/334737,제24회 디. 페스타,Day1
불꽃군단,14호,R12,4sp,슬램덩크,,,,,,,일러스트,@14ho_sd,https://dongne.co/event/df2401/circles/335938,제24회 디. 페스타,Day1
붉은나비,유티아,Y3,2sp,하이큐,"데못죽, 내스급",,,,,,소설,@moon_shine12,https://dongne.co/event/df2401/circles/322518,제24회 디. 페스타,Day1
"브로콜리, 불꽃, 첫사랑",베리,Q18b,1sp,슬램덩크,,,정대만,송태섭X정대만,"로맨틱,섹슈얼",,소설,@appleberry0714,https://dongne.co/event/df2401/circles/336825,제24회 디. 페스타,Day1
블루레몬제비꽃차,공책/제비,E4,2sp,마법사의 약속,"아이돌리쉬 세븐, 히프노시스 마이크",,,,해당없음,"루센, 태웅대협","일러스트,소설",maho212020,https://dongne.co/event/df2401/circles/336803,제24회 디. 페스타,Day1
블루록,"하파, 이나",X14,2sp,블루록,,부스의 원석들: 펑크는 LOCK OFF,블루록,쿠니가미X치기리,로맨틱,"린이사, 나기레오","만화,일러스트","@blue_hapa, @inari_gajigaji",https://dongne.co/event/df2401/circles/330166,제24회 디. 페스타,Day1
비상이다 아무것도 안 했는데..,백언,A19a,1sp,데못죽,,,,,,,,@qordjs__s ,https://dongne.co/event/df2401/circles/334054,제24회 디. 페스타,Day1
비종상적 정상연애,나야,S4,2sp,가비지타임,,종수상호 쁘띠존 1회 : 종착역은 상대방입니다,최종수x기상호,,"로맨틱,섹슈얼",,만화,@garbagenaya,https://dongne.co/event/df2401/circles/331849,제24회 디. 페스타,Day1
비즈카페 ,영이,B22,2sp,,,,,,,,만화,@beatplz2,https://dongne.co/event/df2401/circles/341139,제24회 디. 페스타,Day1
빗자루 진토되어 맹우라도 있고없고,지휘자,K9,2sp,트라이건,,"밧슈울프 쁘띠존 : 하여, 우리는 이 백지에 그들을 기록한다.","밧슈, 울프우드",밧슈 더 스탬피드X니콜라스 D. 울프우드,"로맨틱,섹슈얼",,"만화,일러스트,소설",@handsofmaestro,https://dongne.co/event/df2401/circles/324751,제24회 디. 페스타,Day1
빛의 고리 도나쓰 맛집,"백곰, 종이",B19,2sp,울트라맨 오브,,,"쿠레나이 가이, 쟈그라스 쟈그라",,,,소설,"@polarbear0918, @nichiasa_paper",https://dongne.co/event/df2401/circles/336571,제24회 디. 페스타,Day1
뾰이타임,이다,W3,2sp,가비지타임,우마무스메,,,,,,"기타,일러스트",condensed_yda,https://dongne.co/event/df2401/circles/331996,제24회 디. 페스타,Day1
뿅,뿅,I4,2sp,,,,,,,,"만화,기타",qazwsx1493,https://dongne.co/event/df2401/circles/323656,제24회 디. 페스타,Day1
쁘띠뽀짝군단,"구구, 뽀짝쿵야",H17,2sp,플레이브 슬램덩크,화산귀환 데못죽 전독시 내스급 하이큐,,남예준 한노아 서태웅 강백호 정우성 이명헌,,,,,"@googoo0731, @BBoJJaKKyu ",https://dongne.co/event/df2401/circles/340768,제24회 디. 페스타,Day1
삐져나올것 같다고해서 떼줬습니다,MOY,D16b,1sp,나의 히어로 아카데미아,,,,바쿠고 카츠키X미도리야 이즈쿠,로맨틱,우라토가,"만화,일러스트,공예",@qhsrP_moy,https://dongne.co/event/df2401/circles/325026,제24회 디. 페스타,Day1
사갈같은놈,사갈,M12,4sp,화산귀환,,,청명 현화산 구화산,,,,"만화,일러스트,소설",@sagal_hwa,https://dongne.co/event/df2401/circles/340601,제24회 디. 페스타,Day1
사랑과 전쟁,찻윱,N18b,1sp,슬램덩크,,태웅백호 쁘띠존 : 호호신년,,,,,,@YubChas,https://dongne.co/event/df2401/circles/340770,제24회 디. 페스타,Day1
사랑은 늘 도망가,폐연,E16,2sp,세포신곡,,세포신곡 쁘띠존 :: 세포와 인자의 미묘한 상관관계,,,,,게임,@3nG4x,https://dongne.co/event/df2401/circles/340734,제24회 디. 페스타,Day1
사랑의 버저비터,민채상,N6b,1sp,슬램덩크,,태웅백호 쁘띠존 : 호호신년,"서태웅, 강백호",서태웅X강백호,"로맨틱,섹슈얼",,소설,1110bus,https://dongne.co/event/df2401/circles/341845,제24회 디. 페스타,Day1
사랑의 질량은 10010,배결,Q5,2sp,슬램덩크,,백호열 쁘띠존 <순간포착 : 왜 백호랑 호열이가 사랑하는 것 같냐>,강백호 양호열,강백호X양호열,"로맨틱,섹슈얼",,소설,mittoboom,https://dongne.co/event/df2401/circles/324333,제24회 디. 페스타,Day1
사랑하는 반신에게,매일불타는사람,J20a,1sp,트라이건 스탬피드,,,"밀리온즈 나이브스 , 밧슈 더 스탬피드",밀리온즈 나이브스X밧슈 더 스탬피드,로맨틱,,,@S22023AA,https://dongne.co/event/df2401/circles/340209,제24회 디. 페스타,Day1
사마 공주님과 그의 시비들,다식,M7,2sp,화산귀환,,,청명,X청명,로맨틱,,"소설,공예",@dasik_ghkrnl,https://dongne.co/event/df2401/circles/324497,제24회 디. 페스타,Day1
사소한 티타임,짜요,B7,2sp,,,,,,,,소설,@CHAYO_sq,https://dongne.co/event/df2401/circles/328907,제24회 디. 페스타,Day1
사장님 한 그릇 더요,deraring,O7,2sp,슬램덩크,,,"이정환,전호장,강백호,양호열",이정환X전호장,로맨틱,양호열x강백호,일러스트,monampr,https://dongne.co/event/df2401/circles/339703,제24회 디. 페스타,Day1
사장님! 여기 부대찌개에 벌레 들어갔어요!,파르페,F15,2sp,"할로우나이트, 산나비, 가비지타임, 프로젝트세카이, 하츠네미쿠, 해리포터","실크송, 보컬로이드, 나의히어로아카데미아, 수색연합, 에반게리온",,All캐릭터,,,,"기타,일러스트",@Rarfait,https://dongne.co/event/df2401/circles/337662,제24회 디. 페스타,Day1
사혼의농구조각,레누아,P7,2sp,슬램덩크,,,송태섭 등,,,,,@x_ggalong,https://dongne.co/event/df2401/circles/339737,제24회 디. 페스타,Day1
산지직송,강원도 옥수수,W2,2sp,가비지타임,,,,,,,,,https://dongne.co/event/df2401/circles/330758,제24회 디. 페스타,Day1
산지직송 농슐리,무인도셰프,O1,2sp,더퍼스트슬램덩크,"가비지타임, 리바운드, 플레이브",,,,,,"만화,일러스트,소설",MASOIDEA,https://dongne.co/event/df2401/circles/341730,제24회 디. 페스타,Day1
산지직판북산고,직판장,P6,2sp,슬램덩크,,,,,로맨틱,,일러스트,@jigpanjang,https://dongne.co/event/df2401/circles/339209,제24회 디. 페스타,Day1
삼국전,Z3,O17,2sp,슬램덩크,"가비지타임, 화산귀환",,"강백호, 정대만",양호열X강백호,해당없음,"대만른, 상뱅, 종뱅, 형현",소설,@Z3_1114,https://dongne.co/event/df2401/circles/335311,제24회 디. 페스타,Day1
삼인삼색,시야,M2a,1sp,화산귀환,,,,,,,,,https://dongne.co/event/df2401/circles/341167,제24회 디. 페스타,Day1
상대고정에 이의 있음!,"수성, 게불",J16,2sp,"역전재판 시리즈: 역전재판 후기, 대역전재판, 역전검사",파이널 판타지 14,변호사가 역전을 숨김,"아노 셜록 홈즈, 아소우기 카즈마, 오도로키 호우스케, 두르크 사드마디, 미카가미 하카리",아소우기 카즈마X미코토바 유진,"해당없음,로맨틱,섹슈얼","전설조, 반유가코코, 오도두르, 두르아마, 종자바로, 아소왼 / 히카미드","소설,만화,일러스트","@disciplexmentor, @Ged_the_aad",https://dongne.co/event/df2401/circles/324612,제24회 디. 페스타,Day1
상대의 눈을 응시해!!,"ㄷㄷㅠ, 공, 33",N7,2sp,슬램덩크,,태웅백호 쁘띠존 : 호호신년,"서태웅, 강백호, 송태섭, 정대만",서태웅X강백호,"로맨틱,섹슈얼",송태섭X정대만,"소설,만화","@forgiveme_im20, @SLDK0401, @minan_doshi",https://dongne.co/event/df2401/circles/343205,제24회 디. 페스타,Day1
상어양식장,"칼, 피망",T1,2sp,가비지타임,,,,최종수X기상호,"해당없음,로맨틱,섹슈얼","병찬상호, 희찬상호",만화,"@23_0119, @pikooooong",https://dongne.co/event/df2401/circles/324029,제24회 디. 페스타,Day1
상호의 달밤의ㅋr페인,"꼬알, 공새, 에베",U20,2sp,가비지타임,데뷔를 못하면 죽는병 걸림,,,,,,,,https://dongne.co/event/df2401/circles/330840,제24회 디. 페스타,Day1
상호이모,사탕나무,Q23,2sp,마법사의 약속,가비지타임,종수상호 쁘띠존 1회 : 종착역은 상대방입니다,피가로,,섹슈얼,"빵준, 상뱅","만화,일러스트,소설",5555,https://dongne.co/event/df2401/circles/337956,제24회 디. 페스타,Day1
새로운경험그만달라고,철분,P10,2sp,슬램덩크,,,"우성, 태웅, 동오, 명헌, 대만",우성X태웅,"로맨틱,섹슈얼",동오명헌,"만화,일러스트",Fe_minute,https://dongne.co/event/df2401/circles/325624,제24회 디. 페스타,Day1
새해 탱백 많이 받으세요,"NYOM, 장투",N3,2sp,슬램덩크,,태웅백호 쁘띠존 : 호호신년,,서태웅X강백호,"로맨틱,섹슈얼",,"만화,소설","wvvo00, jangtu1110",https://dongne.co/event/df2401/circles/322970,제24회 디. 페스타,Day1
서로에 대한 신뢰를 믿고 내는 부스,온더,L13,2sp,"명급리, 슬램덩크, 가비지타임","문송안함, 광마회귀",,,,,,"만화,공예,소설",@nongguon,https://dongne.co/event/df2401/circles/328155,제24회 디. 페스타,Day1
서클명입력은나중에,야미노,B10,2sp,,,,,,,,,,https://dongne.co/event/df2401/circles/339095,제24회 디. 페스타,Day1
섭섭이랑 만만이네,그,Q18a,1sp,슬램덩크,,,송태섭 정대만,송태섭X정대만,로맨틱,,일러스트,@TdTd714,https://dongne.co/event/df2401/circles/329748,제24회 디. 페스타,Day1
세 명만 모이면 메이저다,도적,L7,4sp,진혼기,"반월당의 기묘한 이야기, 태양의 시, 전지적 독자 시점, 엘소드",,,,로맨틱,,,@C12151127H,https://dongne.co/event/df2401/circles/327320,제24회 디. 페스타,Day1
세계 제일의 첫사랑 ,"세모, 릿코",X15,2sp,블루록,,부스의 원석들: 펑크는 LOCK OFF,"이사기 요이치, 바치라 메구루, 나기 세이시로, 미카게 레오",이사기 요이치X바치라 메구루,로맨틱,나기레오,"만화,소설",@jjsuwg @igedamoya ,https://dongne.co/event/df2401/circles/337514,제24회 디. 페스타,Day1
세상에 같은 핑크는 없다,"베온,크헹",F11,2sp,프로젝트 세카이(프로세카),,,,아키야마 미즈키X시노노메 에나,해당없음,마후카나,일러스트,@onprsk,https://dongne.co/event/df2401/circles/335705,제24회 디. 페스타,Day1
세카이가 되,루루,F24,2sp,"프로세카, 프로젝트 세카이",,,"니고, 원더쇼, 비배스",,,,일러스트,@lulu54569084,https://dongne.co/event/df2401/circles/340263,제24회 디. 페스타,Day1
소꿉친구의 종착역은 부부 아니겠냐,HOD:U,D17,2sp,나의 히어로 아카데미아,,,"미도리야 이즈쿠, 바쿠고 카츠키",바쿠고 카츠키X미도리야 이즈쿠,"로맨틱,섹슈얼",,만화,hoduMHA,https://dongne.co/event/df2401/circles/342782,제24회 디. 페스타,Day1
소소한 인형공방,소소한 인형공방,G17,2sp,,,,,,,,,sosohan611004,https://dongne.co/event/df2401/circles/334916,제24회 디. 페스타,Day1
손뜨개타임,여단,V14,2sp,가비지타임,1차,,,,,,,,https://dongne.co/event/df2401/circles/341104,제24회 디. 페스타,Day1
솜뭉치타임,햄,U8,2sp,가비지 타임,"슬램덩크, 젤다의 전설, 내가 키운 s급들",,,,섹슈얼,,"공예,소설",@love_sss_s2,https://dongne.co/event/df2401/circles/326540,제24회 디. 페스타,Day1
솜바새,솜바새,H8,2sp,,,,,,,,"일러스트,기타",@sombasae,https://dongne.co/event/df2401/circles/339377,제24회 디. 페스타,Day1
수공예처돌이,@bu661y_hand5,G6b,1sp,오리지널 1차 수공예 책상꾸미기 소품 키링 오브제(푸딩 거북이 당고),,,,,,,"공예,기타,조형",@bu661y_hand5,https://dongne.co/event/df2401/circles/337453,제24회 디. 페스타,Day1
수달의 작업실X꽁뜨공방,김수달X꽁치,G15,2sp,"뜨개소품, 탑로더",,,,,,,공예,sudal_s,https://dongne.co/event/df2401/circles/329755,제24회 디. 페스타,Day1
순봉이네,박순봉,P13,2sp,슬램덩크,,,산왕공업고등학교,,,,"만화,일러스트",@peaceturtIe,https://dongne.co/event/df2401/circles/337526,제24회 디. 페스타,Day1
순애(殉愛):[하츠우츠] 사랑을 위하여 모든 것을 바침,니어어,J8,2sp,세포신곡.,화산귀환,,"하츠토리 하지메, 우츠기 노리유키",하츠토리 하지메X우츠기 노리유키,해당없음,하츠우츠,"일러스트,기타",@Die_nier,https://dongne.co/event/df2401/circles/339646,제24회 디. 페스타,Day1
술렁술렁덩크,구뿅이,R4,2sp,슬램덩크,,,"정우성, 이명헌, 양호열, 강백호",정우성X이명헌,"로맨틱,섹슈얼",호백,"소설,공예",9ppyong2,https://dongne.co/event/df2401/circles/341419,제24회 디. 페스타,Day1
슈뢰딩거의 부스,미쮸,W7b,1sp,가비지타임,,,"전영중, 성준수",전영중X성준수,로맨틱,,,,https://dongne.co/event/df2401/circles/333940,제24회 디. 페스타,Day1
슛이 좋아지는 음이온 서클,소동,W18,2sp,가비지타임,,,전영중,전영중X성준수,,,일러스트,@ppang0_z,https://dongne.co/event/df2401/circles/336313,제24회 디. 페스타,Day1
스승의 제자와 스승의 자식은 씨피적으로 올바르다,Aster,J14a,1sp,역전재판 시리즈,역전검사 시리즈,변호사가 역전을 숨김,"카르마 고우, 미츠루기 레이지, 카르마 메이",미츠루기 레이지X카르마 메이,"로맨틱,섹슈얼,해당없음",,소설,meiareum,https://dongne.co/event/df2401/circles/323730,제24회 디. 페스타,Day1
스콘이탑꾸,스코니,G16,2sp,플레이브,,,,,,,공예,@scone_TopKKu,https://dongne.co/event/df2401/circles/342080,제24회 디. 페스타,Day1
스트라이커라는 죄로 BL이라는 교도소에 갇혀 유니폼이라는 죄수복을 입고 축구라는 벌을 받고 이기심이라는 석방을 기다린다,우,X6,2sp,블루록,"전독시, 데못죽, 화산귀환",,"이사기, 김독자, 박문대, 서호윤, 청명",X이사기,로맨틱,,,,https://dongne.co/event/df2401/circles/328668,제24회 디. 페스타,Day1
스포츠에 인생베팅,Sipir,Y4,2sp,하이큐,"쿠키런, 가비지타임, 슬램덩크",,,스가와라 코우시X히나타 쇼요,"로맨틱,섹슈얼",츠키히나,,sipir02,https://dongne.co/event/df2401/circles/338625,제24회 디. 페스타,Day1
슬덩 가보자고,DaDa,N2a,1sp,슬램덩크,,태웅백호 쁘띠존 : 호호신년,"서태웅, 강백호",태웅X백호,해당없음,태섭대만,일러스트,@DaDa9191,https://dongne.co/event/df2401/circles/334072,제24회 디. 페스타,Day1
시쿠시쿠,농부,F4,2sp,프로젝트 세카이,,,,카미시로 루이X텐마 츠카사,섹슈얼,,,,https://dongne.co/event/df2401/circles/333402,제24회 디. 페스타,Day1
신비한 장르연구회," J, 륭",O4,2sp,"마블, 스어유, 신비한 동물사전, 슬램덩크, 드라마",,,,송태섭X이한나,로맨틱,,"소설,기타","@4tleastoneforU, @ryungsillust",https://dongne.co/event/df2401/circles/334763,제24회 디. 페스타,Day1
신성묘견영역 캣독,올드탕,S23,2sp,가비지타임,,종수상호 쁘띠존 1회 : 종착역은 상대방입니다,"최종수, 기상호",최종수X기상호,해당없음,,"만화,일러스트",@Old_chicksoup,https://dongne.co/event/df2401/circles/343142,제24회 디. 페스타,Day1
신유고우승,창식,P12b,1sp,가비지타임,,,강인석 조신우 허창현,강인석X조신우,로맨틱,,"만화,일러스트",@from_changsick,https://dongne.co/event/df2401/circles/340140,제24회 디. 페스타,Day1
신은 마감을 대신 해주지 않아...,"식냥, 은설",U22,2sp,가비지타임,데못죽 망아살 블루록,,기상호,,로맨틱,상호른,일러스트,"@BSSikNyang, @Eunsul_1109",https://dongne.co/event/df2401/circles/342257,제24회 디. 페스타,Day1
신청에성공하면뭐라도내는,메리메무리,A2b,1sp,데못죽,,,박문대,,,,일러스트,@cookylove19,https://dongne.co/event/df2401/circles/323904,제24회 디. 페스타,Day1
심각한유사가족중독입니다,P_Phew,M6,2sp,"화산귀환, 약속의 네버랜드","남궁혁, 집이 없어",,,청명X윤종,로맨틱,"청명윤종, 조걸윤종","만화,일러스트",@p_phew77,https://dongne.co/event/df2401/circles/329491,제24회 디. 페스타,Day1
십리십리,십리,L10,2sp,진혼기,슬덩 명급리 백망되 등등 소설장르,,"자하, 설영",,로맨틱,,일러스트,@10n_nri,https://dongne.co/event/df2401/circles/339741,제24회 디. 페스타,Day1
쓰리 포인트 고 슛!,픽,X20,2sp,베이블레이드,슬램덩크,,"시스코 칼라일, 키야마 란타로 / 양호열,강백호 등등",양호열X강백호,"로맨틱,섹슈얼",시스락(시스쿠미),"소설,일러스트",,https://dongne.co/event/df2401/circles/341315,제24회 디. 페스타,Day1
아 대퇴가 기가막혀,실차,M21,4sp,화산귀환 ,,,"청명, 당보",당보X청명,로맨틱,"백천청명, 드림 ",,@notcaryestea,https://dongne.co/event/df2401/circles/323420,제24회 디. 페스타,Day1
아기상호,돈고,T20b,1sp,가비지타임,,,"기상호,성준수",,,,일러스트,@Dongo_time,https://dongne.co/event/df2401/circles/337880,제24회 디. 페스타,Day1
아놀밴놀농놀탑놀,여단,V15,2sp,가비지타임,데못죽 LUCY,,,,,,,,https://dongne.co/event/df2401/circles/322932,제24회 디. 페스타,Day1
아루는 26시간이 모자라,아루,W6,2sp,가비지타임,"슬램덩크, 데뷔 못하면 죽는 병 걸림",,가비지타임 전체 메인 캐릭터,,"해당없음,로맨틱",데못죽 엋문(청려-문대),"만화,소설","@__au_79, @Love_26k",https://dongne.co/event/df2401/circles/339441,제24회 디. 페스타,Day1
아마라별관,무이킹,C3a,1sp,진여신전생3,타이거&바니,,인수라,단테X인수라,"로맨틱,섹슈얼",바니x타이거,만화,moking999,https://dongne.co/event/df2401/circles/338429,제24회 디. 페스타,Day1
아무거나쓰세요,마루,I20a,1sp,bl,,,자캐,,,,일러스트,,https://dongne.co/event/df2401/circles/342228,제24회 디. 페스타,Day1
아무래도 개취자랑,마론,A21,2sp,데뷔 못하면 죽는 병 걸림,"꿈왕국, 아르고나비스, 플레이브, 앙상블스타즈!!, 서브남주가 파업하면 생기는 일",,"김래빈, 신재현, 차유진, 류건우 등",,,,"공예,일러스트,소설,만화,기타",@mrmhrro,https://dongne.co/event/df2401/circles/325519,제24회 디. 페스타,Day1
아발론 변두리 맥주감자집 4호점,리나,C22b,1sp,로드 오브 히어로즈(로오히),페이트/사무라이 렘넌트,,"요한 테일드, 프람 베르그",요한X프람,"섹슈얼,로맨틱",,만화,@_linalord_,https://dongne.co/event/df2401/circles/324371,제24회 디. 페스타,Day1
아월이네 분식점,아월,A23,2sp,데못죽,,,,,,,일러스트,@rninbblong_,https://dongne.co/event/df2401/circles/337129,제24회 디. 페스타,Day1
아이돌만 세장르 잡은 부스,루벨릭,Y15,2sp,앙상블스타즈,"데못죽, 아이돌리쉬세븐",,,,,,"만화,소설",@kangtekong,https://dongne.co/event/df2401/circles/341712,제24회 디. 페스타,Day1
아이돌이 돈이 된다는걸 보여주지,스노잉,Y16,2sp,앙상블스타즈,,,사쿠마 리츠,사쿠마리츠X세나이즈미,로맨틱,드림,,,https://dongne.co/event/df2401/circles/323143,제24회 디. 페스타,Day1
아자아자고유화이팅,"단호박, 만두",Z1,2sp,주술회전,,고죠유지 쁘띠존 : 겨울을 녹이는 봄,"고죠 사토루, 이타도리 유지",,로맨틱,,소설,"danho_p, manduchoco",https://dongne.co/event/df2401/circles/330037,제24회 디. 페스타,Day1
아저씨의 마감을건 마지막한판승부,"뻥튀기아저씨,세모",N1,2sp,슬램덩크,,태웅백호 쁘띠존 : 호호신년,서태웅 강백호,서태웅X강백호,"로맨틱,섹슈얼",,만화,"@hells_usol, @semo_11x10",https://dongne.co/event/df2401/circles/327247,제24회 디. 페스타,Day1
아직도그게임하니?,Yaco,C3b,1sp,사이퍼즈,,,,,,,,,https://dongne.co/event/df2401/circles/330865,제24회 디. 페스타,Day1
아침드라마,"농놜, 철새",O18,2sp,슬램덩크,,,,양호열X강백호,,,,@babababbabbab,https://dongne.co/event/df2401/circles/343137,제24회 디. 페스타,Day1
악마에 입문했습니다! 문왼팔이소녀,서문바다,A2a,1sp,데뷔 못 하면 죽는 병 걸림,악마에 입문했습니다! 이루마군,,박문대,,"로맨틱,섹슈얼","박문대x이세진, 박문대x선아현",소설,@seomunbada_DMJ,https://dongne.co/event/df2401/circles/325880,제24회 디. 페스타,Day1
안녕하세요농구선수기상호입니다부산은제가농구로도자주찾는도시이고제가사랑하는정말경이로운도시죠이도시의매력을이천삼십년저와함께찾아보시지않겠어요부산에서만나요유치를위하여다함께나가자2030부산월드엑스포,"허사, 쑥떡파인애플갈비탕",T4,2sp,가비지타임,,,"최종수, 기상호, 박병찬, 정희찬... 등등 올캐러",최종수X기상호,"섹슈얼,로맨틱","최종병기, 뱅상","일러스트,기타","@Heosa_2306, @ggang8282",https://dongne.co/event/df2401/circles/327351,제24회 디. 페스타,Day1
애정장르는 많지만 덕질장르는 없어,영채라궁,C4,2sp,오모리 ,"언더테일, 델타룬, 살육의 천사, 스파이 패밀리, 프세카, 이브, 보컬로이드, 세포신곡, 네가죽어, 전생슬, 체인소맨, 프세카, 창작",,,,,,"일러스트,기타",https://twitter.com/yycckk33,https://dongne.co/event/df2401/circles/339187,제24회 디. 페스타,Day1
애플블로썸,소내,E15a,1sp,세포신곡,데뷔 못하면 죽는 병 걸림 (데못죽) ,세포신곡 쁘띠존 :: 세포와 인자의 미묘한 상관관계,,,,,일러스트,,https://dongne.co/event/df2401/circles/329338,제24회 디. 페스타,Day1
야 이 부스 무지달다 루하나 아냐?,"디브, 지금",N2b,1sp,슬램덩크,X,태웅백호 쁘띠존 : 호호신년,서태웅 강백호,서태웅X강백호,해당없음,,기타,"@rukahanaryomi , @lovewayandu",https://dongne.co/event/df2401/circles/340516,제24회 디. 페스타,Day1
야태서바,리브레,Q7,2sp,슬램덩크,,,송태섭 정대만,송태섭X정대만,해당없음,,"소설,기타",@714madeinSHK,https://dongne.co/event/df2401/circles/342729,제24회 디. 페스타,Day1
양평해장국 100호점,매도계멘헤라미소녀남고생,O14b,1sp,슬램덩크,,,"양호열, 강백호",양호열X강백호,로맨틱,,만화,,https://dongne.co/event/df2401/circles/339796,제24회 디. 페스타,Day1
얘들아진짜장르안잡을거니?,121,U14,2sp,가비지타임,미정,,"최종수,박병찬",최종수X박병찬,"로맨틱,섹슈얼,해당없음",,"만화,일러스트,기타",@xswwwxsw,https://dongne.co/event/df2401/circles/332157,제24회 디. 페스타,Day1
어 그래 준수야. 예 청명이 형,"환효, 점복",W17,2sp,"가비지타임, 화산귀환",,,"전영중, 성준수, 청명",전영중X성준수,"로맨틱,섹슈얼",,"일러스트,소설,기타",@yoaketime,https://dongne.co/event/df2401/circles/327771,제24회 디. 페스타,Day1
어? 병찬이랑 상호가 뽀뽀하는게 자연스러운 행위인 것 같아.,"랭이, 팥붕, qmq",U24,2sp,가비지타임,,,"박병찬, 기상호",,로맨틱,,"만화,소설","@lyeng_2, @baggae443724, @beub649736",https://dongne.co/event/df2401/circles/324852,제24회 디. 페스타,Day1
어느날 대가리에 매화가 피었다,하루반L,L20,2sp,화산귀환,플레이브,,청명 장일소,,,,일러스트,@kununk030 @mang_it1010,https://dongne.co/event/df2401/circles/337400,제24회 디. 페스타,Day1
