부스명,대표자,위치,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,트위터,링크,행사명,개최일
도곡동 마카롱김치찌개집,소다,P20,2sp,슬램덩크,,,,,,최동오x정대만x이명헌,,@soda_14_,https://dongne.co/event/df2404/circles/372156,제25회 디. 페스타,Day1
도글라스 디자인 & 크래프트,도글라스,G16,2sp,,,,,,,,공예,@Doglass1001,https://dongne.co/event/df2404/circles/371202,제25회 디. 페스타,Day1
도리벤은 거대한 타케른 동인지이다,"괄라, 열무",T5,2sp,도쿄리벤저스,,2024 타케른 쁘띠존,"타케미치, 마이키 ",마이키X타케미치,"로맨틱,섹슈얼",타케른,만화,"@matak_223344, @muuu0101",https://dongne.co/event/df2404/circles/363323,제25회 디. 페스타,Day1
도부두부,마두부,B7,2sp,프로젝트 세카이,,,"텐마 츠카사,카미시로 루이,오오토리 에무,쿠사나기 네네 ",텐마 츠카사X카미시로 루이,로맨틱,,"일러스트,만화",,https://dongne.co/event/df2404/circles/370977,제25회 디. 페스타,Day1
도쿄만지회 반찬가게,연새,T3b,1sp,도쿄 리벤저스,,2024 타케른 쁘띠존,하나가키 타케미치,사노 만지로X하나가키 타케미치,"로맨틱,섹슈얼","마츠노 치후유 x 하나가키 타케미치 , 산즈 하루치요 x 하나가키 타케미치",일러스트,@yeonsae78,https://dongne.co/event/df2404/circles/363986,제25회 디. 페스타,Day1
독소 100% 화이트와인,"STFV, 레비",P22,2sp,슬램덩크,,,,,"로맨틱,섹슈얼,해당없음",현준수겸(하나후지),"만화,소설,공예",@rebie_in_2,https://dongne.co/event/df2404/circles/361810,제25회 디. 페스타,Day1
돌고래정거장,아루,H22,4sp,,,,,,,,만화,spacearu,https://dongne.co/event/df2404/circles/371782,제25회 디. 페스타,Day1
돌세개,꽁치,D22,2sp,FF14,,,"메테오, 그라하",메테오X그라하 티아,,,"만화,일러스트,기타",,https://dongne.co/event/df2404/circles/366764,제25회 디. 페스타,Day1
돌잔치를 영어로 하면?,락페스티벌,V5,2sp,가비지타임,앙스타 이것저것 ,,,,,,일러스트,@나중에추가하자,https://dongne.co/event/df2404/circles/360491,제25회 디. 페스타,Day1
동그란 돌멩이 세카이,"유운, 127",B23b,1sp,프로젝트 세카이,미정,,"25시 나이트코드에서, Leo/need",,,,일러스트,,https://dongne.co/event/df2404/circles/361806,제25회 디. 페스타,Day1
동댐역입니다,세균군,O21a,1sp,슬램덩크,,,최동오,최동오X정대만,"로맨틱,섹슈얼",동오대만,,bacteriagun,https://dongne.co/event/df2404/circles/364294,제25회 디. 페스타,Day1
동인실직,스칼,B24,2sp,프로젝트 세카이 컬러풀 스테이지 feat.하츠네 미쿠,,,,카미시로 루이X텐마 츠카사,"로맨틱,섹슈얼",,"만화,소설",,https://dongne.co/event/df2404/circles/362175,제25회 디. 페스타,Day1
동인연맹,맹주,W12,4sp,가비지타임,,기상호 오른쪽 쁘띠존,최종수 박병찬 기상호 ,최종수X기상호,섹슈얼,"병찬상호, 뱅상, 종상, 종수상호, 종상뱅, 뱅상종, 빵준, 영중준수","만화,소설,일러스트",-,https://dongne.co/event/df2404/circles/370272,제25회 디. 페스타,Day1
동인천의아들 동인천크로스오버 하렘건설로 의자왕이 되어 돌아오다,sowe,V21,2sp,가비지타임,,,박병찬 성준수,,"로맨틱,섹슈얼",박병찬X최종수,소설,@bb_soju,https://dongne.co/event/df2404/circles/374125,제25회 디. 페스타,Day1
된장찌개먹고싶다,헤이,Y7,2sp,가비지타임,미정,,박병찬 성준수 전영중,전영중X성준수,,,"만화,일러스트",@hey__cutie,https://dongne.co/event/df2404/circles/362263,제25회 디. 페스타,Day1
두 가지 맛 농구,빡미,P3,4sp,슬램덩크,가비지타임,,정우성,정우성X이명헌,"로맨틱,섹슈얼",종수찬양(가비지타임),"일러스트,소설,만화",@bbakmakemecrazy,https://dongne.co/event/df2404/circles/363983,제25회 디. 페스타,Day1
두 마리 똑같은 다비냥?!,휴,U6,2sp,나의 히어로 아카데미아,,,"다비, 호크스",다비X호크스,"로맨틱,섹슈얼",,"소설,만화",@huesark,https://dongne.co/event/df2404/circles/363594,제25회 디. 페스타,Day1
두다다다,두두,C19,2sp,앙상블스타즈!!,플레이브,,,,,,게임,DD_0404,https://dongne.co/event/df2404/circles/367444,제25회 디. 페스타,Day1
"두부or마네쟈, 돗치가스키?","크헹,리카",B5,2sp,"프로젝트 세카이,아이돌리쉬 세븐",샤니마스,,,,,,게임,"@k_heng1223,@lxveyaq",https://dongne.co/event/df2404/circles/369456,제25회 디. 페스타,Day1
두부착즙부스,썬갈치,H1,2sp,문구,,,,,,,기타,,https://dongne.co/event/df2404/circles/369824,제25회 디. 페스타,Day1
둘만의 낙원,매일불타는사람,R3a,1sp,트라이건,"맥시멈, 스탬피드",다정한 독 인간 태풍,"밀리온즈 나이브스, 밧슈 더 스탬피드",밀리온즈 나이브스X밧슈 더 스탬피드,"로맨틱,섹슈얼",,소설,@S22023AA,https://dongne.co/event/df2404/circles/369170,제25회 디. 페스타,Day1
둥지에서...엘의 울림이 들려와.,퍼플,D20,2sp,"엘소드, 제5인격, 솜인형","제5인격, 솜인형",,,,,,,purple_1line,https://dongne.co/event/df2404/circles/372716,제25회 디. 페스타,Day1
뒹굴뒹굴,돕돕돕,P18,2sp,슬램덩크,스파이더맨,,,,,,,@doppdoppdopp,https://dongne.co/event/df2404/circles/363053,제25회 디. 페스타,Day1
딩디리딩딩디기딩,씡,K12b,1sp,화산귀환,가비지타임 전독시 내가키운S급들,,,,,,"일러스트,만화,공예,기타",,https://dongne.co/event/df2404/circles/366940,제25회 디. 페스타,Day1
딸기맛 태웅대만,챌리스,P5,2sp,슬램덩크,,,서태웅 정대만,서태웅X정대만,"로맨틱,섹슈얼",,"소설,만화,일러스트",@chrs_1234567890,https://dongne.co/event/df2404/circles/371941,제25회 디. 페스타,Day1
딸기초코클로버,미노리,B19,2sp,프로세카,,,"시노노메 에나, 아키야마 미즈키, 하나사토 미노리, 키리타니 하루카",,,,일러스트,@mmnr_yr,https://dongne.co/event/df2404/circles/368987,제25회 디. 페스타,Day1
또롱별,이데아,H6,2sp,내가 키운 S급들,,,한유현 한유진,,,,일러스트,twitter.com/ideatami01,https://dongne.co/event/df2404/circles/360327,제25회 디. 페스타,Day1
뚜벅초,장의사,E4a,1sp,진혼기,,설영자하 쁘띠존: 악월(惡月)부터 고월(辜月)까지,"설영, 자하",,섹슈얼,,만화,,https://dongne.co/event/df2404/circles/371245,제25회 디. 페스타,Day1
뚱카롱스페이스김치볶음밥,카트리나,N12,2sp,슬램덩크,,,,양호열X강백호,"로맨틱,섹슈얼",,,,https://dongne.co/event/df2404/circles/364184,제25회 디. 페스타,Day1
뜨거운 부스 활동!,비서,C4b,1sp,아이카츠(아이엠스타),"뱅드림, 러브라이브, 괴도조커, 스플래툰, 레이디버그",,"아이카츠 이치고, 아오이, 란, 유리카, 오토메, 사쿠라, 카에데, 미즈키, 세이라 / 러브라이브 니코, 에리, 노조미, 호노카, 우미, 코토리, 마키, 하나요, 린, 카논, 쿠쿠, 스미레, 치사토, 렌",,,,일러스트,@GAMPANGPANG_,https://dongne.co/event/df2404/circles/370899,제25회 디. 페스타,Day1
뜻밖의 재채기,"뜻밖에, 헷취 ",Q16,2sp,슬램덩크,,,,,"로맨틱,섹슈얼",+ 아마도 ncp,"소설,일러스트",,https://dongne.co/event/df2404/circles/360910,제25회 디. 페스타,Day1
러뷰어셀프 브이틱라이프,cp,A12,2sp,데뷔 못하면 죽는 병 걸림,,,,,해당없음,류청우X배세진,,@oh_my_cp,https://dongne.co/event/df2404/circles/362878,제25회 디. 페스타,Day1
레트로판타지,ohmarron,I8b,1sp,해리포터,수공예,,해리포터,,,,"일러스트,공예",@Marron_House,https://dongne.co/event/df2404/circles/368845,제25회 디. 페스타,Day1
리:바레 월드투어 in seoul,소찌,A7,4sp,"아이나나, 가비지타임, 슬램덩크",,,,,,,,@so_zzi,https://dongne.co/event/df2404/circles/363828,제25회 디. 페스타,Day1
린이사아아,로티,U9a,1sp,블루록,,,"이토시 린, 이사기 요이치",이토시 린X이사기 요이치,,"린이사, 이사린","만화,일러스트",blueloty,https://dongne.co/event/df2404/circles/367381,제25회 디. 페스타,Day1
마감 실패할 것 같은 부스 2탄,"두부, 시스티나",W8,2sp,가비지타임,,기상호 오른쪽 쁘띠존,기상호,최종수X기상호,섹슈얼,"성준수x기상호, 박병찬x기상호",소설,"@nnyom_3, @sistina_w",https://dongne.co/event/df2404/circles/363652,제25회 디. 페스타,Day1
마감을 합쉬다,푸딩,V7,2sp,"가비지 타임, 최후의 금빛아이, 프로메어",,,"기상호, 록시 마르시아, 리오 포티아",,로맨틱,"준상, 샨록시, 갈로리오","만화,소설",,https://dongne.co/event/df2404/circles/361011,제25회 디. 페스타,Day1
마감의 약속,비둘기,F4,2sp,마법사의 약속,"프세카, 히프마이, 블루아카이브",,,,,,일러스트,@H_ato0806,https://dongne.co/event/df2404/circles/363278,제25회 디. 페스타,Day1
마감이 끝나면 다음 마감이 있지,환해,L11,2sp,화산귀환,,,청명,당보X청명,"로맨틱,섹슈얼",,소설,hwasanhae,https://dongne.co/event/df2404/circles/367188,제25회 디. 페스타,Day1
마니팬시,마니팬시,H19a,1sp,죠죠,"마니팬시,포켓몬 카지푸름",,,,,,,caca_ppa,https://dongne.co/event/df2404/circles/368063,제25회 디. 페스타,Day1
마라탕마카롱마스터듀얼,Oh-Ta-Ku,D9a,1sp,유희왕 VRAINS,죠죠의 기묘한 모험,,"Ai, 후지키 유사쿠",,"로맨틱,섹슈얼",,"소설,일러스트,기타",@Ohtaku_VR,https://dongne.co/event/df2404/circles/364637,제25회 디. 페스타,Day1
마마야메론,고래고기,B15,2sp,프로세카,오리지널,,,,,,,@3TX53L2GU,https://dongne.co/event/df2404/circles/372812,제25회 디. 페스타,Day1
마요공방,마요,G4,2sp,창작인형,,,,,,,,piece0and,https://dongne.co/event/df2404/circles/368104,제25회 디. 페스타,Day1
"마이너라고? 흥, 웃기는 소리","도륭, 3대제자리안",L20,2sp,화산귀환,,,화산귀환,,해당없음,,기타,"@dolyung1 , @Say5andhit6",https://dongne.co/event/df2404/circles/372053,제25회 디. 페스타,Day1
만두집 해남대점,만두대왕,P19,2sp,슬램덩크,,,"이정환, 전호장",이정환X전호장,,,,,https://dongne.co/event/df2404/circles/366698,제25회 디. 페스타,Day1
만듦&캔두잇,박진희,G21,4sp,,,,,,,,,,https://dongne.co/event/df2404/circles/368928,제25회 디. 페스타,Day1
만월의 밤에 깨지 않는 꿈을 함께 왓쇼이,"야자, 하래, 나가",F24,2sp,아이돌리쉬 세븐,"프로젝트 세카이, 모브사이코100, 슬램덩크",,"아이돌리쉬 세븐, 트리거, 북산, 원더랜즈 쇼타임",X,해당없음,"가쿠야마, 텐리쿠","일러스트,소설,기타","@yaja_i7, @eocie8, @inanaga17",https://dongne.co/event/df2404/circles/361691,제25회 디. 페스타,Day1
맘마,맘마,H4,4sp,"1차 문구류, 픽셀아트",슬램덩크,,,,,,기타,wiggle_eworm,https://dongne.co/event/df2404/circles/369271,제25회 디. 페스타,Day1
맛있는 것들만 들고 왔습니다,"우빵, 鬼虎",B12,2sp,"데뷔못하면죽는병걸림, 가비지타임",슬램덩크,,"이세진, 박문대",,로맨틱,큰세문대,"일러스트,소설","milksikkbbang, ronno_5 ",https://dongne.co/event/df2404/circles/369369,제25회 디. 페스타,Day1
맛집투어,PEACHBOX,D24a,1sp,"파판14, 마호야쿠","돌아가는 펭귄드럼 / 프로세카 / 버튜버(니지산지, 홀로라이브) / 터닝",,일단 올캐러..,,,,"일러스트,공예,기타",@P3ACHB0X,https://dongne.co/event/df2404/circles/369870,제25회 디. 페스타,Day1
망둥아 웃어라,꺄르륵,L19,2sp,화산귀환,,,청명 화산파 ,,,,일러스트,kkyaleuleuk,https://dongne.co/event/df2404/circles/371852,제25회 디. 페스타,Day1
망우쭈는 못말려! ,망고,N9,2sp,슬램덩크,,,양호열 강백호,양호열X강백호,"로맨틱,섹슈얼",,"소설,만화",14_hanamja,https://dongne.co/event/df2404/circles/361042,제25회 디. 페스타,Day1
맡구가탱커입니다,"해안구,마하무트",J3,2sp,,,,,,,,,HAG_52,https://dongne.co/event/df2404/circles/372524,제25회 디. 페스타,Day1
매지컬유니버스,매유,G17,2sp,,,,,,,,,,https://dongne.co/event/df2404/circles/370707,제25회 디. 페스타,Day1
맨날먹던거로주세요,지헤,Y9b,1sp,가비지타임,,,"전영중,성준수",전영중X성준수,로맨틱,,일러스트,05061224_,https://dongne.co/event/df2404/circles/370316,제25회 디. 페스타,Day1
머스탱고 알엑스텝,nanaman,U2a,1sp,명탐정 코난,,,,아카이 슈이치X아무로 토오루,로맨틱,,소설,tbfpdl,https://dongne.co/event/df2404/circles/370835,제25회 디. 페스타,Day1
멋쟁이모임 ,쿠옹,U19a,1sp,히로아카,,,우라라카,,로맨틱,,"만화,일러스트",@DUUK_DDACK__,https://dongne.co/event/df2404/circles/371112,제25회 디. 페스타,Day1
메이릴리가든,메이릴리,G1,4sp,솜인형 + 솜인형 악세사리 + 수공예품,,,,,,,공예,@Ma_li_garden,https://dongne.co/event/df2404/circles/363928,제25회 디. 페스타,Day1
명헌 왼 앤솔로지:左側通行,좌측통행,O2,2sp,슬램덩크,.,,,,,,,@LmhGoLeft,https://dongne.co/event/df2404/circles/372846,제25회 디. 페스타,Day1
모몬가즈,모구토,L2,2sp,화산귀환,,,,,,,,,https://dongne.co/event/df2404/circles/367874,제25회 디. 페스타,Day1
모브레이 마니마니 쥬세요!,시니그린,T17a,1sp,모브사이코100,,모브레이 쁘띠존 : 모브레이 폭발까지 99%,,카게야마 시게오X레이겐 아라타카,,,,@MobRei_sosite,https://dongne.co/event/df2404/circles/371157,제25회 디. 페스타,Day1
몹레떡집,포자,T7,2sp,모브사이코100,,모브레이 쁘띠존 : 모브레이 폭발까지 99%,"카게야마시게오, 레이겐아라타카",카게야마시게오X레이겐아라타카,섹슈얼,,만화,@mob_poza,https://dongne.co/event/df2404/circles/372597,제25회 디. 페스타,Day1
몽솜 잡화점 &소소한 인형공방,몽솜,G3,2sp,창작인형,니지산지,,,,,,,mongle_softly,https://dongne.co/event/df2404/circles/368074,제25회 디. 페스타,Day1
무릉도원,벽도랑,F18a,1sp,진혼기,"반월당, 화산귀환, 광마회귀",,,,"로맨틱,섹슈얼",,"만화,일러스트,소설",@byeokdolang,https://dongne.co/event/df2404/circles/361292,제25회 디. 페스타,Day1
무엇이든 해보자고,세린,G10b,1sp,슬램덩크,가비지타임,,송태섭,,로맨틱,,공예,@celineee915 ,https://dongne.co/event/df2404/circles/369147,제25회 디. 페스타,Day1
무인판매점,"상메, 구모, 0",K8,2sp,화산귀환,"가비지 타임, 발더스 게이트3, 월드 트리거",,"청명,당보",,로맨틱,,,"D_SANME,gumoarchive,forevermoreor",https://dongne.co/event/df2404/circles/371924,제25회 디. 페스타,Day1
무지개좀비데스게임세카이,채다,D2,2sp,니지산지,"좀비고등학교, 단간론파, 프로젝트 세카이",,,,,,,@C3o00,https://dongne.co/event/df2404/circles/371539,제25회 디. 페스타,Day1
무지성부스,무지,N7,2sp,슬램덩크,,,양호열 강백호,양호열X강백호,"로맨틱,섹슈얼",,"만화,일러스트",@167_cm_o,https://dongne.co/event/df2404/circles/362693,제25회 디. 페스타,Day1
무한~가비지타임,히히낭낙,Z1,2sp,가비지타임,,,,,,,만화,@ma_man_ma_,https://dongne.co/event/df2404/circles/363708,제25회 디. 페스타,Day1
무한으로 뒤집는 빡빡이 호떡집,욱삐,P8a,1sp,슬램덩크,,,"정우성, 이명헌",이명헌X정우성,"섹슈얼,로맨틱","명헌우성명헌, 우성명헌우성 리버시블","일러스트,만화",@baskebbi,https://dongne.co/event/df2404/circles/372462,제25회 디. 페스타,Day1
무해무해,무해,H2a,1sp,,,,파인애플씨,,,,일러스트,@muhae_muhae,https://dongne.co/event/df2404/circles/363352,제25회 디. 페스타,Day1
문어구이+휘옌,문어구이,B9,4sp,데뷔 못 하면 죽는 병 걸림,"화산귀환, 광마회귀",,"박문대, 선아현, 테스타",선아현X박문대,"섹슈얼,로맨틱",문대른 자하른 청명른,"만화,소설,일러스트","@moonuuh, @Hwiyyen",https://dongne.co/event/df2404/circles/364322,제25회 디. 페스타,Day1
뭐 할 말 있어?,기하,W16,2sp,가비지타임,,기상호 오른쪽 쁘띠존,기상호,최종수X기상호,"섹슈얼,해당없음",상른,"공예,만화",nongsig06,https://dongne.co/event/df2404/circles/371307,제25회 디. 페스타,Day1
뭐가 됐든 끝은 백호열 ,화분속 대두 눈사람이 만든 쌀떡,P17,2sp,슬램덩크,,,"강백호,양호열",강백호X양호열,"섹슈얼,로맨틱",,"만화,일러스트,소설,기타",@tteoneug,https://dongne.co/event/df2404/circles/373331,제25회 디. 페스타,Day1
뭐가나올지아무도모르는부스,햄숙랑,R18,2sp,가히리,진혼기 명급리 전독시 데드맨스위치,가히리요? 2024년에요?,"자하, 설영, 황호, 의신, 제건, 신록",자하X설영,,,,@haemsuglang,https://dongne.co/event/df2404/circles/372527,제25회 디. 페스타,Day1
뭐가됐든일단BL임아무튼그럼,깜콩,Q14a,1sp,슬램덩크,,,강백호,,로맨틱,,,,https://dongne.co/event/df2404/circles/371260,제25회 디. 페스타,Day1
미래의 나를 굳게 믿기,다살,O15a,1sp,슬램덩크,,,"양호열, 강백호",양호열X강백호,"로맨틱,섹슈얼",,만화,@ekfoRltkfgo725,https://dongne.co/event/df2404/circles/364346,제25회 디. 페스타,Day1
미리 ,내일,I10b,1sp,,,,,,,,,@,https://dongne.co/event/df2404/circles/368329,제25회 디. 페스타,Day1
미어깻동굴,"시오,여명끼끼 ",U3,2sp,명탐정코난 ,,,"아카이슈이치,후루야레이 ",,"로맨틱,섹슈얼",,"만화,소설",comet_xio,https://dongne.co/event/df2404/circles/365407,제25회 디. 페스타,Day1
미인공의 세카이,관식,B22b,1sp,프로젝트 세카이,명탐정 코난,,"아오야기 토우야, 시노노메 아키토, 하기와라 켄지, 마츠다 진페이",아오야기 토우야X시노노메 아키토,"로맨틱,섹슈얼",하기마츠,소설,@m__ulti,https://dongne.co/event/df2404/circles/366977,제25회 디. 페스타,Day1
밀카네 명우볶음밥,밀카,P8b,1sp,슬램덩크,,,"이명헌, 정우성",명헌X우성,"섹슈얼,로맨틱",,소설,,https://dongne.co/event/df2404/circles/365742,제25회 디. 페스타,Day1
밀키웨이 공방 (Milky Way Gongbong),해현,C18a,1sp,원피스,,원피스 쁘띠존 3회,"트라팔가 로우, 도플라밍고, 스모커 등",돈키호테 도플라밍고X트라팔가 로우,섹슈얼,스모로우,"소설,공예",,https://dongne.co/event/df2404/circles/364023,제25회 디. 페스타,Day1
밀피오레 조아라지부,EnRyu,R15,2sp,가정교사 히트맨 리본!,,가히리요? 2024년에요?,,,,,"만화,일러스트",@silver_waveJ,https://dongne.co/event/df2404/circles/362601,제25회 디. 페스타,Day1
바느질로 농구하기,juliasuyong,N16a,1sp,슬램덩크,,,양호열 강백호,양호열X강백호,로맨틱,,공예,,https://dongne.co/event/df2404/circles/367370,제25회 디. 페스타,Day1
바다안개,심해치킨,J21,2sp,어두운 바다의 등불이 되어,,"해량무현 쁘띠존 : 세상에서 제일 긴 웨딩 로드 3,000m","신해량, 박무현",신해량X박무현,섹슈얼,,"소설,공예",under3km,https://dongne.co/event/df2404/circles/365615,제25회 디. 페스타,Day1
바다에서 바다로,아탕,J23,2sp,어두운 바다의 등불이 되어,,"해량무현 쁘띠존 : 세상에서 제일 긴 웨딩 로드 3,000m","신해량, 박무현",신해량X박무현,"로맨틱,섹슈얼",,,@p1rorin9,https://dongne.co/event/df2404/circles/360749,제25회 디. 페스타,Day1
바오밥나무12번지,가든,G12a,1sp,"해리포터, 디즈니, 전독시, 마블",슬램덩크,,,,,,공예,@12th_baobob,https://dongne.co/event/df2404/circles/374236,제25회 디. 페스타,Day1
박무현을 믿기vs정대만을 믿기,먁,O22,2sp,슬램덩크,어두운 바다의 등불이 되어,,"서태웅, 정대만",,해당없음,재희무현,만화,@mk_gudok ,https://dongne.co/event/df2404/circles/367949,제25회 디. 페스타,Day1
박병찬과 누나,타코,Z3a,1sp,가비지타임,,,박병찬 / 기상호 / 최종수 ,지국민X이휘성,로맨틱,,소설,taco_v3,https://dongne.co/event/df2404/circles/372332,제25회 디. 페스타,Day1
박병찬과누나둘,굼청청,Z3b,1sp,가비지타임,,,기상호 박병찬 전영중 성준수 최종수,,로맨틱,,"만화,일러스트",@gumcheong21,https://dongne.co/event/df2404/circles/372129,제25회 디. 페스타,Day1
반말금지,강돌이,U14,2sp,가비지타임,"원신, 붕괴스타레일",,"조재석, 조형석",,로맨틱,,만화,@come_backstrong,https://dongne.co/event/df2404/circles/368703,제25회 디. 페스타,Day1
반짝반짝,아르,Q17a,1sp,,,,,X,,,,,https://dongne.co/event/df2404/circles/373723,제25회 디. 페스타,Day1
밥빙기,빙이봉이,W20,2sp,,,,,,,,,,https://dongne.co/event/df2404/circles/364521,제25회 디. 페스타,Day1
밥풀떼기,주먹밥,V8b,1sp,가비지타임,슬램덩크,,가비지타임,정대만X송태섭,로맨틱,,일러스트,@joomukbab,https://dongne.co/event/df2404/circles/370669,제25회 디. 페스타,Day1
밧..밧밧..바바밧..밧.,찍먹,R23,2sp,트라이건,,다정한 독 인간 태풍,,나이브스X밧슈,,"울프우드x밧슈,밧른",만화,,https://dongne.co/event/df2404/circles/360938,제25회 디. 페스타,Day1
밧슈를 오른쪽으로 밀어서 잠금해제 ,"기태, 도나쓰, 넛s",R24,2sp,트라이건,,다정한 독 인간 태풍,"밀리온즈 나이브스, 밧슈 더 스탬피드, 니콜라스 D 울프우드",밀리온즈 나이브스X밧슈 더 스탬피드,해당없음,니콜라스 D. 울프우드 X 밧슈 더 스탬피드,"만화,일러스트,소설",@xmrjs_v @TRI_sssdona @Peanuts_TG ,https://dongne.co/event/df2404/circles/360843,제25회 디. 페스타,Day1
백년호합탕 한 사발 어떠신가요,콩,K23,2sp,천관사복,"묵향장르(마도조사, 인사반파자구계통)",,"사련, 화성",화성X사련,,"망무, 빙추, 막상 등등",기타,kong_mdzs,https://dongne.co/event/df2404/circles/366099,제25회 디. 페스타,Day1
백린의각 양재점,로운,K3a,1sp,"의원, 다시 살다",,,"제갈린, 진천희",제갈린X진천희,로맨틱,,소설,@mangnani01,https://dongne.co/event/df2404/circles/372092,제25회 디. 페스타,Day1
뱁새둥지,노량,L7a,1sp,화산귀환,,,"당보, 청명",당보X청명,로맨틱,,"기타,소설",@rabbit_ryang,https://dongne.co/event/df2404/circles/368637,제25회 디. 페스타,Day1
버뮤다 다장르지대,마댠,J12,2sp,전독시,"백망되, 내스급",,"김독자, 한유진, 케일",,,,만화,@ma_vayd,https://dongne.co/event/df2404/circles/373899,제25회 디. 페스타,Day1
버스정류장,GB,T21b,1sp,모브사이코 100,스타트렉,,올캐릭터,,,,"만화,소설",G341748,https://dongne.co/event/df2404/circles/360529,제25회 디. 페스타,Day1
버추얼 + 양키,뭐,T19b,1sp,"도쿄리벤저스, 플레이브",아이나나,,,,,,,@2D_what,https://dongne.co/event/df2404/circles/369232,제25회 디. 페스타,Day1
범천의 노예,노예,T3a,1sp,도쿄 리벤저스 ,,2024 타케른 쁘띠존,도쿄 일짱 양키들과 하나가키 타케미치,도쿄 일짱 양키들 X 하나가키 타케미치,로맨틱,,일러스트,@gbgfhgtstty,https://dongne.co/event/df2404/circles/365338,제25회 디. 페스타,Day1
벚꽃과 귤,미캉,C18b,1sp,원피스,,원피스 쁘띠존 3회,코비,코비X미캉,로맨틱,,만화,alzkd0510,https://dongne.co/event/df2404/circles/362012,제25회 디. 페스타,Day1
벨로벨로,벨로,S8b,1sp,주술회전,,,,신해량X박무현,로맨틱,,,,https://dongne.co/event/df2404/circles/364870,제25회 디. 페스타,Day1
벼룩시장,m8,I7,4sp,"스플래툰, 플레이브, 프로세카",그외 마이너 작품,,-,,해당없음,,"만화,일러스트,소설",@ows28888888,https://dongne.co/event/df2404/circles/367294,제25회 디. 페스타,Day1
병동땀수,ttam,V22,2sp,가비지타임,,,,,,,만화,,https://dongne.co/event/df2404/circles/366818,제25회 디. 페스타,Day1
보냉고,카스테라,E5,2sp,진혼기,,설영자하 쁘띠존: 악월(惡月)부터 고월(辜月)까지,"설영, 자하",설영X자하,로맨틱,,"일러스트,기타",,https://dongne.co/event/df2404/circles/361112,제25회 디. 페스타,Day1
복 내려온다,오복,K21b,1sp,천관사복,,,사련 화성,화성X사련,,,소설,@obok_5,https://dongne.co/event/df2404/circles/371990,제25회 디. 페스타,Day1
볼케이노짬뽕,솔고,M20,2sp,화산귀환,,,"청명,당패,임소병,남궁도위,백천",당보X청명,로맨틱,,"공예,일러스트",@solgocheong2,https://dongne.co/event/df2404/circles/372932,제25회 디. 페스타,Day1
봄날의 매화,매실,L3,2sp,화산귀환,,,화산귀환 올캐릭터,,,,,@sweetblue1010,https://dongne.co/event/df2404/circles/361880,제25회 디. 페스타,Day1
봄봄 스튜디오,아사,V2,2sp,가비지타임,"플레이브,슬램덩크",,,,,,만화,https://twitter.com/ceremony_asa,https://dongne.co/event/df2404/circles/365309,제25회 디. 페스타,Day1
봉고레 조아라 지부,무야,R16,2sp,가정교사 히트맨 리본,가비지타임,가히리요? 2024년에요?,"봉고레 위주, 백한, 쇼이치, 기상호, 박병찬, 최종수, 성준수 등",백란X쇼이치,,상호른,일러스트,@MUYA_SAY,https://dongne.co/event/df2404/circles/371835,제25회 디. 페스타,Day1
부대찌개,젤리,X6a,1sp,가비지타임,,Habitual romance on April 31st,"전영중, 성준수",,,,,@JELLY__2222,https://dongne.co/event/df2404/circles/371655,제25회 디. 페스타,Day1
부벅부벅,부이,U12a,1sp,은혼,나루토 가비지타임,,전영중,,,쪼빵,일러스트,@vuuueeee,https://dongne.co/event/df2404/circles/372022,제25회 디. 페스타,Day1
부스이름짓는게가장어렵더라,카로,C12,2sp,원피스,화산귀환 ,원피스 쁘띠존 3회,,,,,만화,karo_pic,https://dongne.co/event/df2404/circles/368376,제25회 디. 페스타,Day1
부슥,삥찌,J6a,1sp,어두운 바다의 등불이 되어,데못죽,"해량무현 쁘띠존 : 세상에서 제일 긴 웨딩 로드 3,000m",,신해량X박무현,,,,bbing_zzi,https://dongne.co/event/df2404/circles/368852,제25회 디. 페스타,Day1
부재 시 멘션주세요 ( @ 1592_1792 ),승감,L9a,1sp,화산귀환,,,"당보, 청명",당보X청명,"로맨틱,섹슈얼",,소설,@1592_1792,https://dongne.co/event/df2404/circles/372384,제25회 디. 페스타,Day1
북산파김치판매점,카멜,O23a,1sp,슬램덩크,,,정대만,서태웅X정대만,로맨틱,,소설,,https://dongne.co/event/df2404/circles/370078,제25회 디. 페스타,Day1
분실물센터,크나,O23b,1sp,슬램덩크,"틱택토, 세포신곡",,미정,서태웅X정대만,,,"소설,만화",,https://dongne.co/event/df2404/circles/368214,제25회 디. 페스타,Day1
불타는 빵(준)집,멸망굴비,X20,2sp,가비지타임,,Habitual romance on April 31st,"전영중, 성준수",전영중X성준수,"로맨틱,섹슈얼",,소설,@GulbiMyeol,https://dongne.co/event/df2404/circles/362787,제25회 디. 페스타,Day1
붕붕묶어라,붐붐,I17,2sp,스플래툰,포켓몬 사이퍼즈,,,,,,일러스트,@flomyboom,https://dongne.co/event/df2404/circles/367065,제25회 디. 페스타,Day1
비타431,난,X15,2sp,가비지타임,,Habitual romance on April 31st,"전영중, 성준수",전영중X성준수,로맨틱,,,@emma_lid_,https://dongne.co/event/df2404/circles/373845,제25회 디. 페스타,Day1
