링크,부스명,대표자,위치,위치(열),위치(번호),반부스,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,트위터,행사명,개최일,팔로워수,미확보수
https://dongne.co/events/df2607/circles/167742,얼마나 괴출하고 싶은건지 감도 안옴,먕,S-03,S,03,,2sp,괴담출근,블루록,,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/168859,괴담에 떨어져도 모에해야 하는구나,레샤,Q-12,Q,12,,2sp,괴담출근,,,,,,,,Resha_082,제34회 디. 페스타(토),Day1,2125,0
https://dongne.co/events/df2607/circles/167728,무엇이 나올까요?,마로롱,B-08,B,08,,2sp,파라라이,,,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/167851,주술계 최강커플(게토고죠) 관람석,Mori / 무채색,M-14,M,14,,2sp,주술회전,,게토고죠 쁘띠존 「맛있어져라~♥︎ 스구사토큥♡」,"게토스구루,고죠 사토루",게토 스구루X고죠 사토루,,,기타,tree_ss_joa,제34회 디. 페스타(토),Day1,270,0
https://dongne.co/events/df2607/circles/167882,경찰청 동인기획과,"이레, 쁄",J-18,J,18,,2sp,명탐정 코난,,,아무로토오루(후루야레이),,,레이히로,"일러스트,만화","Irae_o, _095_dd0104",제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/167749,괴담에 떨어지려면,햅부,O-14b,O,14,b,1sp,괴담에 떨어져도 출근을 해야 하는구나,,,,,,,,hapbu_,제34회 디. 페스타(토),Day1,225,0
https://dongne.co/events/df2607/circles/166604,일단은 신청해보는 부스,Myacc,B-19,B,19,,2sp,THE IDOLM@STER SideM(아이돌 마스터 사이드엠),,아이돌마스터 사이드엠 쁘띠존,FRAME 중심,,,,"만화,일러스트,공예",drawing_for_nu,제34회 디. 페스타(토),Day1,51,0
https://dongne.co/events/df2607/circles/168231,도대체 언제부터― 쿠로사키 이치고의 총공책이 안 나온다고 생각한 거지?,TUNE,K-24,K,24,,2sp,블리치,,,쿠로사키 이치고,쿠로사키 이치고Xall,섹슈얼,,"만화,기타",N_ep_tune2,제34회 디. 페스타(토),Day1,3725,0
https://dongne.co/events/df2607/circles/166789,김솔음 행복운동본부,ㄹㅇ,N-21b,N,21,b,1sp,괴담에 떨어져도 출근을 해야 하는구나,,최솔 쁘띠존 : 달달하고 달콤한 세레나데,"최 요원,김솔음",최 요원X김솔음,"로맨틱,섹슈얼",,소설,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/169157,인생을 원더호이하게,평민,A-04b,A,04,b,1sp,프로젝트 세카이 컬러풀 스테이지 feat.하츠네 미쿠,,루이츠카 쁘띠존【 달을 향해 별을 쏘아라 】,"카미시로 루이,텐마 츠카사",카미시로 루이X텐마 츠카사,로맨틱,,만화,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/169154,히놀은 계속되는거야,가벅,V-05a,V,05,a,1sp,나의히어로아카데미아,,,,바쿠고카츠키X미도리야이즈쿠,로맨틱,,만화,gabuck53545,제34회 디. 페스타(토),Day1,1469,0
https://dongne.co/events/df2607/circles/168224,덴시티 행복복지센터 출장판,ㅁㄴㅇㄹ,K-09,K,09,,2sp,유희왕 VRAINS,,,후지키 유사쿠,,,코우가마 료켄 x 후지키 유사쿠,"만화,소설,일러스트",yugioh_yol,제34회 디. 페스타(토),Day1,1297,0
https://dongne.co/events/df2607/circles/168007,냐냐냥!!,소다비,G-22,G,22,,2sp,"수공예.,레진공예,뜨개질 공예품,탑로더",,,,,,,,sodabubbly_,제34회 디. 페스타(토),Day1,1158,0
https://dongne.co/events/df2607/circles/168630,톳앤멱//,"토, 먉",M-08,M,08,,2sp,주술회전,,게토고죠 쁘띠존 「맛있어져라~♥︎ 스구사토큥♡」,"게토스구루,고죠사토루",,,,만화,"toe725, 1_and_on1y_725",제34회 디. 페스타(토),Day1,8173,0
https://dongne.co/events/df2607/circles/167668,범인은... 밀밭라라다.,미역,E-16,E,16,,2sp,붕괴: 스타레일,원신,,"파이논,아낙사",파이논X아낙사,"로맨틱,로맨틱",,"일러스트,소설",starten1000_,제34회 디. 페스타(토),Day1,12300,0
https://dongne.co/events/df2607/circles/166775,아이돌&헌터 심해연합,"박가윙, Ho",T-22,T,22,,2sp,"데뷔 못 하면 죽는 병에 걸림,어두운 바다의 등불이 되어","우리 호텔 정상 영업합니다,이세계 착각 헌터,파이널판타지14",,"레밍,박문대,김기려,이세진,김래빈,<괴담에 떨어져도 출근을 해야 하는구나> 작 중 캐릭터,박무현",이세진X박문대,로맨틱,,"일러스트,공예,기타,조형","bak_dakbon, Sooooooo_f",제34회 디. 페스타(토),Day1,51,1
https://dongne.co/events/df2607/circles/167075,해사백&밤볕최솔공장,"해사백, 밤볕",N-01,N,01,,2sp,괴담에 떨어져도 출근을 해야하는구나,,최솔 쁘띠존 : 달달하고 달콤한 세레나데,,최요원X김솔음,,,소설,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/167400,가보자고,갸옹,O-08,O,08,,2sp,괴담출근,,,"최 요원,김솔음",최요원X김솔음,"로맨틱,섹슈얼",,"일러스트,만화",masitdaghost_77,제34회 디. 페스타(토),Day1,7181,0
https://dongne.co/events/df2607/circles/168134,게게롱롱,ㅇㅇ,P-12,P,12,,2sp,괴담에 떨어져도 출근을 해야 하는구나,,,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/168765,게롱겟챠,03,S-14,S,14,,2sp,괴담에 떨어져도 출근을 해야하는구나,우리호텔정상영업합니다,,이자헌,,,,일러스트,mimi_jj03,제34회 디. 페스타(토),Day1,14400,0
https://dongne.co/events/df2607/circles/167804,게토고죠,망사,M-04a,M,04,a,1sp,주술회전,,게토고죠 쁘띠존 「맛있어져라~♥︎ 스구사토큥♡」,게토스구루,게토스구루X고죠사토루,"로맨틱,섹슈얼",,소설,luvinruin725,제34회 디. 페스타(토),Day1,1478,0
https://dongne.co/events/df2607/circles/167431,경파박사,단단,Z-24,Z,24,,2sp,은혼,나루토,,,,,,,jojo_cey,제34회 디. 페스타(토),Day1,1775,0
https://dongne.co/events/df2607/circles/167183,고게랜드,"오탑, 라라",L-06,L,06,,2sp,주술회전,,,"고죠 사토루,게토 스구루",고죠 사토루X게토 스구루,로맨틱,,"만화,일러스트","otav_572, goge_lara572",제34회 디. 페스타(토),Day1,16793,0
https://dongne.co/events/df2607/circles/167535,공귀나산,해감,R-19a,R,19,a,1sp,괴담출근,,,,,,,만화,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/167975,괴담냠냠,핌피,N-14,N,14,,2sp,괴담에 떨어져도 출근을 해야 하는구나,,,"김솔음,이자헌,최요원,백사헌",최요원X김솔음,로맨틱,,,Pimpibone,제34회 디. 페스타(토),Day1,1141,0
https://dongne.co/events/df2607/circles/167239,괴담민국,Cent,Q-08,Q,08,,2sp,괴담출근,,,,,,,,cent_daydream9,제34회 디. 페스타(토),Day1,182,0
https://dongne.co/events/df2607/circles/166840,괴담쏭쏭,쏭쏭,R-01,R,01,,2sp,괴담에 떨어져도 출근을 해야 하는구나,,,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/166736,괴담야근,BN,"R-10, R-11",R,10,,4sp,괴담출근,,,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/168649,괴척임무,뭉구,Q-13,Q,13,,2sp,괴담에 떨어져도 출근을 해야 하는구나,붕괴 스타레일,,"김솔음,최요원,J3",,,,,moongguyam,제34회 디. 페스타(토),Day1,172,0
https://dongne.co/events/df2607/circles/166611,국지재해,mocha,D-06,D,06,,2sp,트라이건,,,"울프우드,밧슈",울프우드X밧슈,"로맨틱,섹슈얼",,"만화,소설",cmslash,제34회 디. 페스타(토),Day1,5074,0
https://dongne.co/events/df2607/circles/166561,꾸꾸까까,치키,H-13,H,13,,2sp,trpg,,,,,,,만화,chiki_maki,제34회 디. 페스타(토),Day1,27900,0
https://dongne.co/events/df2607/circles/168621,낡은이들,호에엥,R-07,R,07,,2sp,괴담출근,,,,,,,,TFfnxC37VYVUZQN,제34회 디. 페스타(토),Day1,69,0
https://dongne.co/events/df2607/circles/167905,내장부스,내장,X-15,X,15,,2sp,괴담에 떨어져도 출근을 해야 하는구나,,,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/167205,너있내따,듀,L-10,L,10,,2sp,주술회전,괴담출근,,"고죠 사토루,게토 스구루",고죠 사토루X게토 스구루,,최솔,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/168478,네가그려,기설,A-24b,A,24,b,1sp,프로젝트 세카이,,루이츠카 쁘띠존【 달을 향해 별을 쏘아라 】,"카미시로 루이,텐마 츠카사",카미시로 루이X텐마 츠카사,로맨틱,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/166603,네코마마,레이카,"T-07, T-20",T,07,,4sp,데뷔 못 하면 죽는 병 걸림,"괴담출근,화산귀환",,"데스타,브이틱 (문대른 위주)",,,,,rayca01,제34회 디. 페스타(토),Day1,7992,0
https://dongne.co/events/df2607/circles/168850,뉴이생먕,이덕담,Y-03,Y,03,,2sp,럭키스타,"엘소드,파판,케이온,실크송,할로우나이트,캐릭캐릭체인지,프리즘스톤,아이엠스타,오란고교 사교클럽,좀비고등학교,꿈빛파티시엘",,,,,,,"leeduckdam, ymingmyangO, miyuum680",제34회 디. 페스타(토),Day1,324,0
https://dongne.co/events/df2607/circles/167284,댄싱래빗,댄싱래빗,G-05,G,05,,2sp,,,,,,,,공예,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/167462,더듬이조,찬양,I-08,I,08,,2sp,엘소드,,엘소드 쁘띠존 :: 엘리오스 100년 살기,,,,,"만화,일러스트",Chanyan_ON,제34회 디. 페스타(토),Day1,870,0
https://dongne.co/events/df2607/circles/168033,도트도트,빈아,T-01b,T,01,b,1sp,전독시,"보컬로이드,이착헌,괴담출근,케데헌",,,,,,,Bin_a1216,제34회 디. 페스타(토),Day1,10,0
https://dongne.co/events/df2607/circles/166783,동글동글,제이,D-13,D,13,,2sp,플레이브,내가 키운 S급들,,"예준,노아,밤비,은호,하민,한유현,한유진",한유현X한유진,"로맨틱,섹슈얼",,"만화,일러스트",j_yhyj,제34회 디. 페스타(토),Day1,2621,0
https://dongne.co/events/df2607/circles/166757,동인실직,"가미, 도토리, 레이스칼",A-20,A,20,,2sp,프로젝트 세카이,,루이츠카 쁘띠존【 달을 향해 별을 쏘아라 】,"카미시로 루이,텐마 츠카사",카미시로 루이X텐마 츠카사,"로맨틱,섹슈얼",,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/168126,동코퇴근,"소동,쯔코",R-18,R,18,,2sp,괴담출근,,,김솔음,,,,,ppang0_z,제34회 디. 페스타(토),Day1,9963,0
https://dongne.co/events/df2607/circles/166666,뒹굴뒹굴,돕돕돕,V-01,V,01,,2sp,던전밥,"장송의 프리렌,슈퍼맨",,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/166716,딸기빙수,eno,K-03b,K,03,b,1sp,귀멸의 칼날,,,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/166699,램엕외길,솟대,T-11b,T,11,b,1sp,이세계 착각 헌터,,기려창호 쁘띠존 : 함께 가요 2026 기창 엑스포,,,,,,sotdae_17,제34회 디. 페스타(토),Day1,4658,0
https://dongne.co/events/df2607/circles/167974,럭키세븐,슈밍,U-06a,U,06,a,1sp,,,,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/169265,룰루월드,Honol,F-15b,F,15,b,1sp,해즈빈호텔,해즈빈호텔,✦ 웰컴 투 헬 ✦ - 헬라버스 쁘띠존,루시퍼,,로맨틱,루시퍼른,"일러스트,만화",dyadeudyal2299,제34회 디. 페스타(토),Day1,0,1
https://dongne.co/events/df2607/circles/166813,리무리무,리무무,S-10,S,10,,2sp,괴담출근,,,"김솔음,최요원,류재관,이자헌,백사헌 등",,,,일러스트,mu_r1r11,제34회 디. 페스타(토),Day1,6024,0
https://dongne.co/events/df2607/circles/169237,망각소년,하이량,H-21,H,21,,2sp,망각소년,,,,,,,"음반,소설,만화",hiryang,제34회 디. 페스타(토),Day1,596,0
https://dongne.co/events/df2607/circles/168170,매끈매끈,csk0712,U-19a,U,19,a,1sp,이세계 착각 헌터,,,레밍,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/166728,모몬가즈,모구토,S-08,S,08,,2sp,괴담에 떨어져도 출근을 해야 하는구나,내가 키운 S급들,,,,,현제유진,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/168076,무해무해,무해무해,H-05,H,05,,2sp,무해한 과일 친구들,지구고양이,,,,,,,muhae_muhae,제34회 디. 페스타(토),Day1,1197,0
https://dongne.co/events/df2607/circles/167162,문어구이,문어구이,T-21,T,21,,2sp,"플레이브,데못죽",괴담출근,,,박문대,,남예준x한노아,,boseukkamgo,제34회 디. 페스타(토),Day1,101,0
https://dongne.co/events/df2607/circles/168120,문어동산,칩,J-15b,J,15,b,1sp,명탐정 코난,,2026 아카아무 쁘띠존: 10VE 10OP,"아카이 슈이치,아무로 토오루",,"로맨틱,섹슈얼",,"만화,일러스트",uneechip,제34회 디. 페스타(토),Day1,16400,0
https://dongne.co/events/df2607/circles/166856,물방앗간,찹쌀,B-10,B,10,,2sp,히프노시스마이크,"블리치,주술회전,이세계 착각 헌터",,,아오히츠기 사마토키X누루데 사사라,로맨틱,"긴란, 고죠게토","소설,기타",sellingssal,제34회 디. 페스타(토),Day1,43,0
https://dongne.co/events/df2607/circles/166623,백색소음,노이즈,Y-14,Y,14,,2sp,"마법명가 차남으로 살아남는 법,명문고 EX급 조연의 리플레이","괴담출근,데뷔 못하면 죽는 병 걸림",,"레오나르드 비텔스바흐,루카스 아스카니엔,황호,조의신",레오나르드 비텔스바흐X루카스 아스카니엔,"로맨틱,섹슈얼",황호x의신,"소설,일러스트",,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/168695,별긍상점,별긍,G-03a,G,03,a,1sp,,,,"토곰이,곰돌이,긍냥이",,,,일러스트,byeol_geung,제34회 디. 페스타(토),Day1,42,0
https://dongne.co/events/df2607/circles/168580,복슬복슬,"말비당, 무개",A-05a,A,05,a,1sp,프로젝트 세카이,,루이츠카 쁘띠존【 달을 향해 별을 쏘아라 】,"카미시로 루이,텐마 츠카사",카미시로 루이X텐마 츠카사,,,,"dried_carrot, mu_dog0202",제34회 디. 페스타(토),Day1,2435,0
https://dongne.co/events/df2607/circles/167110,복작복작,moraegorae,J-06,J,06,,2sp,명탐정코난,"나루토,혈계전선",,"타카기,사토",타카기와타루X사토미와코,,카카이루,"소설,공예,기타",,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/168448,부스부스,닷,M-02b,M,02,b,1sp,,,,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/168081,빌기시작,강렙,B-14b,B,14,b,1sp,히프노시스 마이크,,히프노시스 마이크 쁘띠존,,아오히츠기 사마토키X누루데 사사라,,,소설,Kang_rebin_,제34회 디. 페스타(토),Day1,7,0
https://dongne.co/events/df2607/circles/166834,쁘띠뽀짝,뽀짝쿵야,R-05,R,05,,2sp,"괴담출근,케데헌,오란고교,달빛천사,헌터헌터,원피스","이착헌,하이큐,플레이브,데못죽,전독시,내스급,코난,슬램덩크,쿠키런 킹덤,최애의 아이,스파이패밀리,뮤지컬 프랑켄슈타인,화산귀환",,,,,,,BBoJJaKKyu,제34회 디. 페스타(토),Day1,2985,0
https://dongne.co/events/df2607/circles/169193,사우러스,saurus,H-04b,H,04,b,1sp,마태인,,,,,,,만화,saurus_trn,제34회 디. 페스타(토),Day1,21,0
https://dongne.co/events/df2607/circles/166663,산지직송,강원도감자,G-20b,G,20,b,1sp,,,,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/166670,순정열거,hop,M-10,M,10,,2sp,주술회전,,게토고죠 쁘띠존 「맛있어져라~♥︎ 스구사토큥♡」,,게토 스구루X고죠 사토루,"섹슈얼,로맨틱",,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/169141,숭이숭이,몽상화,M-06,M,06,,2sp,주술회전,,게토고죠 쁘띠존 「맛있어져라~♥︎ 스구사토큥♡」,게토 스구루x고죠 사토루,,"로맨틱,섹슈얼",,"만화,일러스트",mongsanghwa,제34회 디. 페스타(토),Day1,22100,0
https://dongne.co/events/df2607/circles/166718,시쿠시쿠,농부,A-02,A,02,,2sp,프로젝트 세카이,,루이츠카 쁘띠존【 달을 향해 별을 쏘아라 】,,카미시로 루이X텐마 츠카사,로맨틱,,만화,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/167663,쌍두마차,"천두, 화차",Y-18,Y,18,,2sp,화산귀환,,,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/167380,안경부점,가나쵸,Z-16,Z,16,,2sp,"너희들은 변호됐다,변호됨",,,"강민재,차주한",강민재X차주한,,,일러스트,_ghanacho,제34회 디. 페스타(토),Day1,1795,0
https://dongne.co/events/df2607/circles/166686,엔젤코어,hazuyouyu,F-08a,F,08,a,1sp,해즈빈호텔,,✦ 웰컴 투 헬 ✦ - 헬라버스 쁘띠존,,허스크X엔젤,"로맨틱,섹슈얼",,,hazuyouyu,제34회 디. 페스타(토),Day1,4653,0
https://dongne.co/events/df2607/circles/167235,연성술사,연성술사,P-16,P,16,,2sp,괴담에 떨어져도 출근을 해야하는 구나,"화산귀환,이세계 착각 헌터",,,,,,공예,alchemist_for,제34회 디. 페스타(토),Day1,6552,0
https://dongne.co/events/df2607/circles/166729,열혈반점,소지,E-10,E,10,,2sp,앙상블 스타즈!! Music,앙상블 스타즈,,나구모 테토라,나구모 테토라X키류 쿠로,,테츠쿠로,,draca2na,제34회 디. 페스타(토),Day1,1518,0
https://dongne.co/events/df2607/circles/168691,오리연못,오리연못,H-06,H,06,,2sp,,,,,,,,일러스트,Lemon_duck_pond,제34회 디. 페스타(토),Day1,0,1
https://dongne.co/events/df2607/circles/168510,올망졸망,깨갱,S-02b,S,02,b,1sp,가라오케 가자,"은혼,여학교의 별",,"사카타 긴토키,히지카타 토시로,오카 사토미,나리타 쿄지",,로맨틱,긴토키x히지카타,"일러스트,만화",Algamja__0927,제34회 디. 페스타(토),Day1,5543,0
https://dongne.co/events/df2607/circles/167373,와플가게,"와플,호떡",S-22,S,22,,2sp,,,,,,,,,angelinwaffle,제34회 디. 페스타(토),Day1,1740,0
https://dongne.co/events/df2607/circles/167053,우주유영,모민,A-23b,A,23,b,1sp,프로젝트 세카이,,루이츠카 쁘띠존【 달을 향해 별을 쏘아라 】,"카미시로 루이,텐마 츠카사",카미시로 루이X텐마 츠카사,,,만화,pleegf,제34회 디. 페스타(토),Day1,3694,0
https://dongne.co/events/df2607/circles/167845,위법부스,일출남,B-15a,B,15,a,1sp,히프노시스 마이크,,히프노시스 마이크 쁘띠존,"츠츠지모리 로쇼,누루데 사사라",,"로맨틱,섹슈얼",,만화,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/168067,으라차차,감자탕,K-21a,K,21,a,1sp,나루토,,,,,,,,kamsa_tang,제34회 디. 페스타(토),Day1,293,0
https://dongne.co/events/df2607/circles/167817,은민상점,은민,J-02a,J,02,a,1sp,,,,,,,,,em913em,제34회 디. 페스타(토),Day1,25500,0
https://dongne.co/events/df2607/circles/168940,이상기후,장화,Z-11,Z,11,,2sp,화산귀환,,,"당보,청명",당보X청명,로맨틱,,소설,Amimo_acid224,제34회 디. 페스타(토),Day1,0,1
https://dongne.co/events/df2607/circles/168607,일거양득,삼득,Z-10b,Z,10,b,1sp,화산귀환,변호됨,,"당보,청명",당보X청명,,민재주한,"만화,일러스트",samsam_dc,제34회 디. 페스타(토),Day1,2067,0
https://dongne.co/events/df2607/circles/168728,잠복근무,가토,J-03a,J,03,a,1sp,명탐정코난,,,"시라토리 닌자부로,코바야시 스미코",시라토리 닌자부로X코바야시 스미코,로맨틱,,,gateau_ch0,제34회 디. 페스타(토),Day1,627,0
https://dongne.co/events/df2607/circles/168112,잡탕찌개,미아,I-24,I,24,,2sp,괴수 8호,체인소맨,,호시나 소우시로,,로맨틱,덴레제,,saladjoaa__,제34회 디. 페스타(토),Day1,0,1
https://dongne.co/events/df2607/circles/168003,최솔글방,물망초,N-06,N,06,,2sp,괴담에 떨어져도 출근을 해야 하는구나,,,"최 요원,김솔음",최 요원X김솔음,"로맨틱,로맨틱",,소설,mardred0913,제34회 디. 페스타(토),Day1,4979,0
https://dongne.co/events/df2607/circles/168521,쿠키오븐,간만의쿠키,G-06,G,06,,2sp,솜인형 의상,데못죽(데뷔 못하면 죽는 병 걸림),,,,,,공예,coo_TeSTAR_kies,제34회 디. 페스타(토),Day1,578,0
https://dongne.co/events/df2607/circles/167551,티비두밥,"테레비의 좌버튼, 소장, 나격, 도히, 키우","N-12, N-13",N,12,,4sp,"괴담에 떨어져도 출근을 해야 하는구나,괴담출근","카구라바치,마법명가 차남으로 살아남는 법,마차살,이착헌,이세계 착각 헌터",,브라운,,"로맨틱,섹슈얼",,"일러스트,소설","sojang_o, showbizmapsosa",제34회 디. 페스타(토),Day1,7143,0
https://dongne.co/events/df2607/circles/167332,파삭바삭,"바림,버터",U-24,U,24,,2sp,,,,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/168498,푸데게롱,소요,N-11,N,11,,2sp,괴담출근,,,"이자헌,최 요원,J3",,,,일러스트,soyo__yoso,제34회 디. 페스타(토),Day1,15200,0
https://dongne.co/events/df2607/circles/167941,하렘출근,사원 ,Q-16a,Q,16,a,1sp,괴담출근,,,,김솔음X백사헌,"로맨틱,섹슈얼","솔음요원,솔음유원",,hoesaone,제34회 디. 페스타(토),Day1,142,0
https://dongne.co/events/df2607/circles/167690,한오백년,"엠알, 송",Z-08,Z,08,,2sp,화산귀환,,,,백천X청명,"로맨틱,섹슈얼",,만화,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/168179,해무가득,유냉,X-10b,X,10,b,1sp,어두운 바다의 등불이 되어,괴담에 떨어져도 출근을 해야하는구나,,박무현,신해량X박무현,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/168881,행성루츠,GreenT,A-21,A,21,,2sp,프로젝트세카이,,루이츠카 쁘띠존【 달을 향해 별을 쏘아라 】,"카미시로루이,텐마츠카사",,로맨틱,,,Greent_tn,제34회 디. 페스타(토),Day1,1234,0
https://dongne.co/events/df2607/circles/167461,행운상점,뾰,K-02a,K,02,a,1sp,사카모토데이즈,,,아사쿠라 신,아사쿠라 신X아타리,"섹슈얼,로맨틱",나구모x리온,소설,nokillassassin,제34회 디. 페스타(토),Day1,98,0
https://dongne.co/events/df2607/circles/168117,호랑이굴,토라,A-08,A,08,,2sp,프로세카,명일방주,,토우아키,아오야기 토우야X시노노메 아키토,"섹슈얼,로맨틱,섹슈얼",마후카나,"만화,소설,일러스트",,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/168351,화산출근,솔티,Z-09b,Z,09,b,1sp,화산귀환,,,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/167857,화산출근,슬,Z-09a,Z,09,a,1sp,화산귀환,괴담출근,,"조걸 윤종 이자헌 김솔음,<괴담에 떨어져도 출근을 해야 하는구나> 작 중 캐릭터,'화산귀환' 등장 캐릭터,백천 청명",조걸X윤종,로맨틱,자헌솔음 백천청명,만화,sru0401,제34회 디. 페스타(토),Day1,1167,0
https://dongne.co/events/df2607/circles/167059,롯데리아 ,wayter,S-12,S,12,,2sp,괴담출근,이착헌,,,,,,"일러스트,조형",wayter_0918,제34회 디. 페스타(토),Day1,1866,0
https://dongne.co/events/df2607/circles/168087,동물농장 -최랑솔냐편-,은우,N-02,N,02,,2sp,괴담에 떨어져도 출근을 해야 하는구나,명문고 EX급 조연의 리플레이,최솔 쁘띠존 : 달달하고 달콤한 세레나데,"최 요원,김솔음",최 요원X김솔음,로맨틱,"황호의신, 제건신록","만화,일러스트",eunu_ham,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/166833,돌아오는 길,떠리,M-21a,M,21,a,1sp,주술회전,,게토고죠 쁘띠존 「맛있어져라~♥︎ 스구사토큥♡」,"게토스구루,고죠사토루",게토스구루X고죠사토루,로맨틱,,소설,parananhc,제34회 디. 페스타(토),Day1,183,0
https://dongne.co/events/df2607/circles/167278,디카페인 구원,빵술,X-08,X,08,,2sp,어두운 바다의 등불이 되어,,,김재희 박무현,김재희X박무현,로맨틱,,만화,cf_otaku,제34회 디. 페스타(토),Day1,1474,0
https://dongne.co/events/df2607/circles/167643,용용이와 노루,머렝,P-19b,P,19,b,1sp,괴담에 떨어져도 출근을 해야 하는구나,,,김솔음,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/169257,이케부의 망령,와코,C-23a,C,23,a,1sp,히프노시스마이크,,히프노시스 마이크 쁘띠존,야마다 이치로 / 아오히츠기 사마토키,아오히츠기 사마토키X야마다 이치로,"로맨틱,섹슈얼",,,punchline0_0,제34회 디. 페스타(토),Day1,1048,0
https://dongne.co/events/df2607/circles/167285,작업실의 호담,호담,P-19a,P,19,a,1sp,괴담출근,,,,,,,,"Hodam_CC, Hodam_studio",제34회 디. 페스타(토),Day1,599,0
https://dongne.co/events/df2607/circles/169027,페건딱과 같이,__,K-17,K,17,,2sp,유희왕 Zexal,"페르소나5,페르소나4,건담 더블오,기동전사 건담 철혈의 오펀스,건담SEED,용과같이,유희왕 Arc-V,유희왕 ZEXAL,유희왕 VRAINS",,"건담,페르소나 시리즈 주인공들,용과같이(쵸우, 이치반),유희왕 캐릭터 다수",,로맨틱,카이미자(제알) 주아케(페5) 주하나(페4) 쵸우이치(용과같이),"기타,일러스트",gemgye195971,제34회 디. 페스타(토),Day1,0,1
https://dongne.co/events/df2607/circles/168790,호연이네 이모,"호연,이모",M-03,M,03,,2sp,주술회전,,게토고죠 쁘띠존 「맛있어져라~♥︎ 스구사토큥♡」,,,"로맨틱,섹슈얼",,,fegetiger,제34회 디. 페스타(토),Day1,1919,0
https://dongne.co/events/df2607/circles/168645,히지카타 만세,엄지,Z-22a,Z,22,a,1sp,은혼,,,,,,,,umji_11,제34회 디. 페스타(토),Day1,5682,0
https://dongne.co/events/df2607/circles/166978,혼자놀고 섬도 감 ,지미,H-11,H,11,,2sp,오리지널(1차),오오에,,,,로맨틱,,,dp1nks,제34회 디. 페스타(토),Day1,292,0
https://dongne.co/events/df2607/circles/168933,루리호를 걷는 시간,구이,B-01a,B,01,a,1sp,카리스마,,,,,,,,,제34회 디. 페스타(토),Day1,,0
https://dongne.co/events/df2607/circles/169227,아카이가 저리 비키지 않은 탓일까,"담무, 이오",J-07,J,07,,2sp,,,2026 아카아무 쁘띠존: 10VE 10OP,"아카이 슈이치,아무로 토오루",아카이 슈이치X아무로 토오루,로맨틱,,"만화,일러스트","dum_muj, d725_",제34회 디. 페스타(토),Day1,580,0
